chr16	91198649	91198708	2.2134898
chr11	69196933	69196992	2.20188
chr14	73748858	73748799	2.3908665
chr11	95631186	95631245	2.1268706
chr1	63163505	63163564	2.0739698
chr16	7947770	7947711	2.287848
chr3	60292727	60292668	2.1628473
chr6	100174555	100174614	2.325356
chr14	73746422	73746363	2.650612
chr4	124200302	124200243	2.3212233
chr6	100174490	100174549	2.5418124
chr1	74110866	74110925	2.0366454
