chr1	138572748	138572807	2.2395413
chr3	9409108	9409049	2.1669614
chr7	31998129	31998188	4.411302
chr6	40718898	40718957	2.409201
chr8	124398221	124398280	2.985249
chr12	4583523	4583464	5.2358904
chr12	110981965	110982024	2.2285745
chr12	56610418	56610477	2.1485617
chr15	34078880	34078939	3.401963
chr10	95824793	95824852	2.252236
chr3	19204740	19204681	3.0354924
chr16	84707486	84707545	10.162976
chr13	12795533	12795592	2.5589044
chr2	157241885	157241826	2.0485568
chr13	73479856	73479915	2.3481739
chr2	116798599	116798540	3.1372943
chr2	84363955	84364014	3.1782691
chr2	128217505	128217446	3.0043013
chr17	3045981	3045922	2.2629962
chr11	76402709	76402650	2.027232
chr1	15835206	15835147	3.3306189
chr5	149755169	149755110	2.169267
chr8	123649970	123649911	2.1648784
chr2	116802770	116802711	3.8617384
chr14	70484011	70484070	4.356794
chr6	86534428	86534369	2.326756
chr11	97506581	97506640	3.3400497
chr5	106930142	106930083	2.8422306
chr12	110983294	110983353	3.5841646
chr5	123445499	123445440	2.45712
chr9	88464002	88463943	3.2887745
chrX	148835507	148835566	3.0995
chr10	96097524	96097583	2.9862676
chr11	97309819	97309760	2.2230144
chr14	106255666	106255607	3.229571
chr4	114018593	114018652	2.5558293
chr11	48608536	48608595	4.037227
chr2	116798378	116798319	3.701542
chr5	14948302	14948361	3.331418
chr13	112719069	112719010	2.2534544
chr19	4996829	4996770	3.2130942
chr9	20798210	20798151	2.395673
chr10	95196397	95196338	2.3904548
chrX	121523847	121523906	4.713839
chr1	196802934	196802993	3.3594875
chr15	90184179	90184238	3.7912364
chr4	3009905	3009846	2.414984
chr4	123189218	123189159	2.4440155
chr9	56913490	56913431	4.3598876
chr1	44929567	44929626	3.4293287
chr15	82042855	82042914	2.1468601
chr6	108162380	108162439	2.541999
chr16	84706134	84706075	5.7382784
chr16	23995160	23995219	2.277493
chr2	77819010	77819069	2.4224236
chr13	104597956	104598015	2.919954
chr14	105505872	105505813	4.085026
chr17	34003824	34003883	2.1701345
chr16	25068435	25068494	2.1322565
chr4	149433820	149433761	4.0848193
chr1	182808923	182808864	2.2379904
chr3	45168627	45168686	2.3078308
chr11	95097797	95097856	8.722593
chr15	100908733	100908792	2.9856522
chr11	60735019	60735078	3.351515
chr1	34025749	34025690	2.605651
chr7	50415159	50415218	2.3487945
chr3	93584508	93584449	2.4573648
chr9	113244661	113244602	2.6110973
chr16	84705966	84705907	7.2021103
chr17	84351249	84351190	2.7096343
chr16	11036612	11036671	2.158289
chr6	108162106	108162165	3.038078
chr1	33895333	33895392	2.3778121
chr7	99881309	99881250	2.778199
chr5	54053991	54054050	2.1499944
chr2	77814209	77814150	2.3140602
chr8	122923976	122923917	2.4602594
chrX	11691162	11691103	2.674977
chr3	96134159	96134100	2.1550913
chr13	98285533	98285592	3.234669
chr2	167400838	167400897	4.529428
chr5	35896997	35896938	2.5015702
chr9	43926117	43926176	2.367529
chr10	24269579	24269638	3.4189095
chr5	113939754	113939813	2.42493
chr1	152008293	152008234	2.2603095
chr1	74104066	74104007	2.5655873
chr14	21040435	21040494	2.4761362
chr9	58304790	58304731	3.3144972
chr13	54431608	54431549	3.621563
chr19	33049604	33049545	2.0691564
chr12	15797798	15797857	2.8696187
chr15	32708927	32708868	3.403691
chr13	52680035	52680094	2.3176851
chr4	155565026	155564967	2.539259
chr12	111080060	111080001	3.4141796
chr15	92174302	92174361	2.9744537
chr4	131739520	131739461	2.9374475
chr5	52588903	52588844	2.3611712
chr4	3436444	3436503	3.0054677
chr5	113769778	113769837	2.6692545
chr13	64054314	64054373	4.0992336
chr1	122660010	122660069	2.639417
chr4	149421532	149421473	2.468957
chr4	149433600	149433541	2.1330304
chr9	67481187	67481128	2.5245728
chr16	59557175	59557234	2.7598786
chr10	39664519	39664578	2.3234322
chr13	12795420	12795361	2.4867566
chr15	66710314	66710373	2.5439327
chr13	19618504	19618445	2.949847
chr4	82158440	82158381	3.4019444
chr7	134375961	134375902	2.4334173
chr8	122924054	122923995	3.0475574
chr16	59556332	59556273	2.0600655
chr1	88414909	88414850	2.2912064
chr6	125379663	125379722	2.407476
chr5	122057986	122058045	3.2613266
chr7	133403962	133403903	2.5516057
chr18	36470448	36470507	2.9251392
chr11	102993371	102993430	3.6757057
chr8	87513471	87513412	2.2830718
chr12	89488739	89488798	3.4873085
chr15	102033572	102033631	4.720946
chr3	41325229	41325170	4.8956385
chr10	57549757	57549698	3.391957
chr1	71730484	71730543	2.021528
chrX	11690413	11690354	2.0812864
chr14	73734969	73735028	2.2499828
chr11	48607834	48607893	2.4177377
chr12	110849318	110849259	2.21079
chr3	137744172	137744231	3.2686923
chr7	4843247	4843188	2.0170376
chr1	90913165	90913224	3.9894228
chr12	88221259	88221200	2.0541456
chr14	78937160	78937101	2.3244069
chr5	89002004	89001945	2.080908
chr16	84705939	84705998	6.9605026
chr5	22906763	22906704	2.045632
chr8	113972375	113972316	2.702296
chr6	40718959	40719018	3.026943
chrX	18734168	18734109	3.1409984
chr2	174107729	174107788	6.4199004
chr7	6228207	6228148	2.4252303
chr16	84708738	84708797	8.268291
chr17	3114202	3114143	2.426411
chr16	84707546	84707605	6.7697086
chr18	75519801	75519742	2.1709921
chr16	59597917	59597976	2.1113071
chrX	47988180	47988239	2.6900713
chr9	40266287	40266228	2.2461686
chr17	21178659	21178600	3.1316118
chr8	44250443	44250384	2.5505686
chr8	60133624	60133683	2.0097907
chr15	59621142	59621083	2.4911828
chr2	174955417	174955476	2.9608722
chr6	6499293	6499234	5.14707
chr8	122814701	122814760	2.5034852
chr2	128250242	128250301	2.4501889
chr16	84706074	84706015	5.612376
chr17	88489796	88489737	2.1256573
chr9	67425659	67425600	2.196992
chr12	73789997	73790056	2.6894197
chr13	60523832	60523773	2.4523487
chr15	61919277	61919336	2.3128
chr10	98885123	98885182	3.5265794
chr19	59001890	59001831	2.8765123
chr16	9137645	9137704	4.518886
chr12	111837704	111837763	2.2839487
chr15	10719288	10719347	2.1016486
chr12	56564953	56564894	3.6726732
chr11	97520495	97520436	2.8936388
chr6	67098526	67098467	2.1116505
chr17	84485870	84485929	2.9123983
chr3	86859269	86859210	2.1446555
chr18	49645146	49645205	2.6171982
chr4	149433540	149433481	2.1879246
chr14	106256003	106256062	3.2489586
chr18	47329131	47329190	2.734627
chr12	112223496	112223555	3.3376105
chr4	11921133	11921074	2.6582599
chr3	131139091	131139032	2.5161855
chr8	94850439	94850380	2.0997727
chr17	80144357	80144416	3.3123245
chr3	88331653	88331712	2.6615183
chr17	84477613	84477554	2.1360755
chr9	40268371	40268312	2.4587495
chr1	94611591	94611532	2.53109
chr4	89109546	89109605	2.6867309
chr4	44197845	44197786	3.6973302
chr2	174093666	174093607	3.0702264
chr11	97305577	97305636	4.7588124
chr4	55611781	55611722	2.8812027
chr2	65253265	65253324	2.6984603
chr10	6094250	6094309	2.4459715
chr8	19784464	19784405	2.8484526
chr16	84706005	84706064	4.473468
chr9	121257000	121257059	2.3304596
chr17	84477673	84477614	2.9993443
chr8	74366854	74366913	2.2516441
